chub
n;m;a;i;s;opt;it;time;optcore;itcore;timecore;best
int;int;float;int;int;int;int;float;int;int;float;int
500;5;0.50;4;4;207974;298;5.971501;223265;189;1.164354;223560
500;5;0.50;4;5;207329;299;6.723966;223370;164;1.198451;223560
500;5;0.50;4;6;207995;279;5.734990;223284;140;1.172019;223560
500;5;0.50;4;7;207722;276;6.055673;223315;251;1.190003;223560
500;5;0.50;4;8;209589;289;5.711447;223304;91;1.198065;223560
500;5;0.50;4;9;205489;260;5.860318;223293;19;1.209364;223560
500;5;0.50;4;10;207306;280;5.941322;223331;47;1.245820;223560
500;5;0.75;1;1;285938;287;5.753107;295571;224;1.127540;295828
500;5;0.75;1;2;284617;258;5.847923;295558;150;1.121601;295828
500;5;0.75;1;3;285893;271;5.780033;295523;164;1.119418;295828
500;5;0.75;1;4;285298;274;5.582324;295544;277;1.137811;295828
500;5;0.75;1;5;285147;261;5.938726;295503;93;1.115025;295828
500;5;0.75;1;6;285942;260;5.565824;295530;155;1.086528;295828
500;5;0.75;1;7;285941;295;5.446009;295529;84;1.206438;295828
500;5;0.75;1;8;285488;272;5.575259;295538;154;1.094887;295828
500;5;0.75;1;9;285470;225;5.477020;295539;225;1.135546;295828
500;5;0.75;1;10;284953;295;5.685823;295543;138;1.089515;295828
500;5;0.75;2;1;296756;274;5.912927;307847;121;1.258721;308086
500;5;0.75;2;2;296914;291;6.035423;307860;185;1.197927;308086
500;5;0.75;2;3;296596;251;6.160076;307857;17;1.239947;308086
500;5;0.75;2;4;296064;235;6.192591;307901;75;1.382726;308086
500;5;0.75;2;5;296117;258;6.193040;307872;5;1.185800;308086
500;5;0.75;2;6;297707;293;5.702912;307915;150;1.322480;308086
500;5;0.75;2;7;296585;250;5.886144;307924;262;1.234891;308086
500;5;0.75;2;8;296127;255;5.850178;307841;184;1.248265;308086
500;5;0.75;2;9;296783;288;5.714988;307897;33;1.193292;308086
500;5;0.75;2;10;297648;297;5.800809;307829;211;1.481961;308086
500;5;0.75;3;1;288719;291;5.703621;299527;180;1.146449;299796
500;5;0.75;3;2;289414;285;5.640883;299482;281;0.994935;299796
500;5;0.75;3;3;288610;295;5.752438;299476;107;1.159534;299796
500;5;0.75;3;4;288956;241;5.694956;299521;249;1.115132;299796
500;5;0.75;3;5;289074;298;5.950308;299474;136;1.047166;299796
500;5;0.75;3;6;290100;272;5.575696;299518;214;1.059288;299796
500;5;0.75;3;7;287912;263;6.380982;299547;47;1.188206;299796
500;5;0.75;3;8;289799;273;6.474826;299450;118;1.171171;299796
500;5;0.75;3;9;291106;276;6.250043;299552;84;1.179429;299796
500;5;0.75;3;10;289395;247;5.556300;299480;66;1.204671;299796
500;5;0.75;4;1;294391;286;5.622280;306197;116;1.273624;306480
500;5;0.75;4;2;294901;283;6.313420;306210;144;1.230330;306480
500;5;0.75;4;3;295121;280;6.063658;306264;168;1.297438;306480
500;5;0.75;4;4;295243;296;6.397617;306208;48;1.352317;306480
500;5;0.75;4;5;294921;283;6.107324;306189;296;1.253468;306480
500;5;0.75;4;6;295425;247;5.587916;306251;256;1.194006;306480
500;5;0.75;4;7;295263;295;6.173556;306195;59;1.335551;306480
500;5;0.75;4;8;294940;278;6.531971;306232;285;0.918491;306480
500;5;0.75;4;9;294921;276;5.851410;306262;118;1.344538;306480
500;5;0.75;4;10;294974;297;6.353149;306212;270;1.351747;306480
500;10;0.25;1;1;106047;295;5.477061;117390;137;1.060018;117821
500;10;0.25;1;2;107096;295;6.203985;117413;22;1.420554;117821
500;10;0.25;1;3;107009;234;6.300939;117197;14;1.297201;117821
500;10;0.25;1;4;106727;299;6.319850;117333;281;1.613054;117821
500;10;0.25;1;5;107657;293;6.647296;117249;44;1.627716;117821
500;10;0.25;1;6;108157;292;5.935289;117404;123;1.400297;117821
500;10;0.25;1;7;106801;288;5.676571;117273;11;1.388520;117821
500;10;0.25;1;8;106956;253;5.425410;117197;233;1.463459;117821
500;10;0.25;1;9;107414;280;5.595118;117318;135;1.429650;117821
500;10;0.25;1;10;106529;270;6.551964;117174;40;1.207610;117821
500;10;0.25;2;1;109313;272;6.378869;118591;25;1.396550;119249
500;10;0.25;2;2;108517;260;6.087846;118674;127;1.537559;119249
500;10;0.25;2;3;108907;286;5.780638;118708;238;1.387510;119249
500;10;0.25;2;4;109297;295;5.179110;118759;86;1.327463;119249
500;10;0.25;2;5;108584;261;6.401985;118697;211;1.289149;119249
500;10;0.25;2;6;109064;286;5.827625;118762;19;1.308635;119249
500;10;0.25;2;7;108670;297;5.986194;118724;18;1.360352;119249
500;10;0.25;2;8;109759;270;6.444932;118639;262;1.463733;119249
500;10;0.25;2;9;108731;280;5.254866;118624;84;1.457019;119249
500;10;0.25;2;10;108725;287;6.052822;118671;226;1.345086;119249
500;10;0.25;3;1;109881;299;6.056469;118673;168;1.521252;119215
500;10;0.25;3;2;110113;220;5.564635;118676;213;1.320881;119215
500;10;0.25;3;3;110586;261;5.229260;118691;29;1.385153;119215
500;10;0.25;3;4;110581;258;5.272728;118726;64;1.434643;119215
500;10;0.25;3;5;110084;293;5.487902;118663;228;1.574112;119215
500;10;0.25;3;6;109316;287;4.922294;118769;266;1.440036;119215
500;10;0.25;3;7;110078;291;6.486557;118575;73;1.335649;119215
500;10;0.25;3;8;109978;296;5.852986;118690;157;1.437446;119215
500;10;0.25;3;9;110442;296;5.582865;118737;21;1.500691;119215
500;10;0.25;3;10;110095;283;5.827259;118784;235;1.448748;119215
500;10;0.25;4;1;109068;295;5.885430;118244;21;1.304337;118829
500;10;0.25;4;2;109787;282;6.107536;118095;12;1.540904;118829
500;10;0.25;4;3;108465;247;6.085297;118180;132;1.514049;118829
500;10;0.25;4;4;108587;299;5.752961;118260;222;1.305813;118829
500;10;0.25;4;5;110453;284;5.319046;118201;47;1.477920;118829
500;10;0.25;4;6;109886;289;5.455001;118142;246;1.358301;118829
500;10;0.25;4;7;109946;297;4.996208;118054;47;1.366947;118829
500;10;0.25;4;8;110121;292;5.941258;118126;299;1.230817;118829
500;10;0.25;4;9;108827;288;5.844152;118147;149;1.394789;118829
500;10;0.25;4;10;109651;291;6.554102;118432;254;1.345664;118829
500;10;0.50;1;1;202280;281;5.409977;217016;129;1.375259;217377
500;10;0.50;1;2;202131;288;5.829838;216870;263;1.521898;217377
500;10;0.50;1;3;203165;275;5.880288;216862;262;1.502454;217377
500;10;0.50;1;4;202861;291;6.405212;216929;298;1.523139;217377
500;10;0.50;1;5;203545;292;6.582279;216879;174;1.401936;217377
500;10;0.50;1;6;202658;275;6.573957;216834;156;1.322868;217377
500;10;0.50;1;7;202325;298;6.365615;216862;135;1.340073;217377
500;10;0.50;1;8;203511;297;6.400532;216829;98;1.351211;217377
500;10;0.50;1;9;202605;292;6.244105;216823;216;1.332305;217377
500;10;0.50;1;10;203030;290;5.972049;216887;243;1.287502;217377
500;10;0.50;2;1;204383;291;5.561777;218660;118;1.523175;219077
500;10;0.50;2;2;203782;280;5.726108;218576;51;1.609423;219077
500;10;0.50;2;3;205546;281;5.716017;218597;56;1.430945;219077
500;10;0.50;2;4;203558;274;5.165045;218629;146;1.431706;219077
500;10;0.50;2;5;204700;273;6.575946;218606;109;1.444434;219077
500;10;0.50;2;6;202959;299;6.620668;218773;227;1.438328;219077
500;10;0.50;2;7;202907;282;5.985000;218640;149;1.480070;219077
500;10;0.50;2;8;203082;270;5.669320;218557;254;1.652416;219077
500;10;0.50;2;9;203992;294;5.961585;218596;208;1.504579;219077
500;10;0.50;2;10;204067;298;6.294004;218603;93;1.476452;219077
500;10;0.50;3;1;202008;298;5.778517;217230;91;1.279260;217847
500;10;0.50;3;2;203595;286;5.849335;217327;270;1.348423;217847
500;10;0.50;3;3;202215;278;5.498940;217264;91;1.350675;217847
500;10;0.50;3;4;201477;281;6.169837;217326;119;1.297606;217847
500;10;0.50;3;5;202251;291;5.539402;217364;90;1.319144;217847
500;10;0.50;3;6;202679;293;5.971409;217297;198;1.395530;217847
500;10;0.50;3;7;202638;292;5.741099;217274;140;1.297664;217847
500;10;0.50;3;8;202974;275;6.387262;217301;3;1.321154;217847
500;10;0.50;3;9;202174;293;6.535246;217233;276;1.261372;217847
500;10;0.50;3;10;203053;299;5.571823;217335;88;1.325071;217847
500;10;0.50;4;1;201547;247;5.669614;216417;165;1.305421;216868
500;10;0.50;4;2;201858;291;5.824277;216426;136;1.220477;216868
500;10;0.50;4;3;201657;293;5.983925;216348;209;1.097872;216868
500;10;0.50;4;4;203469;268;5.251746;216300;250;1.196475;216868
500;10;0.50;4;5;203151;294;5.591919;216267;120;1.426578;216868
500;10;0.50;4;6;201946;289;5.633086;216319;14;1.197240;216868
500;10;0.50;4;7;202375;298;5.915942;216349;146;1.226034;216868
500;10;0.50;4;8;204006;281;5.592849;216366;55;1.339222;216868
500;10;0.50;4;9;201670;294;5.890108;216423;187;1.270942;216868
500;10;0.50;4;10;202395;278;5.751886;216366;293;1.235497;216868
500;10;0.75;1;1;292927;286;5.124423;303894;85;1.272615;304387
500;10;0.75;1;2;293196;274;5.838449;303892;177;1.301823;304387
500;10;0.75;1;3;294169;286;5.886767;303992;129;1.198585;304387
500;10;0.75;1;4;293196;286;5.458533;303876;152;1.325129;304387
500;10;0.75;1;5;293322;275;5.324962;303859;97;1.413354;304387
500;10;0.75;1;6;292948;253;5.831019;303849;74;1.115708;304387
500;10;0.75;1;7;294201;265;5.433288;303995;252;1.225354;304387
500;10;0.75;1;8;293083;270;5.381737;303852;135;1.179420;304387
500;10;0.75;1;9;293701;269;5.623650;303853;9;1.252368;304387
500;10;0.75;1;10;294502;262;5.368183;303886;90;1.240057;304387
500;10;0.75;2;1;290480;260;4.899716;301859;222;1.408202;302379
500;10;0.75;2;2;291432;290;6.001201;301780;80;1.206237;302379
500;10;0.75;2;3;290956;299;4.043200;301891;48;0.905495;302379
500;10;0.75;2;4;291696;292;3.976300;301810;80;0.973476;302379
500;10;0.75;2;5;290865;274;4.112848;301786;292;0.972598;302379
500;10;0.75;2;6;290931;295;4.245655;301856;142;0.908049;302379
500;10;0.75;2;7;291212;281;4.076979;301863;288;0.908918;302379
500;10;0.75;2;8;291112;265;4.044729;301963;157;0.886427;302379
500;10;0.75;2;9;291947;282;4.043537;301819;118;0.878831;302379
500;10;0.75;2;10;291463;269;4.173808;301799;111;0.944813;302379
500;10;0.75;3;1;289889;257;4.527584;301953;20;1.019926;302417
500;10;0.75;3;2;291451;286;4.330771;302058;224;1.000549;302417
500;10;0.75;3;3;290786;254;4.455233;302055;152;0.996846;302417
500;10;0.75;3;4;290560;299;4.372138;301972;133;0.998286;302417
500;10;0.75;3;5;291199;276;4.588144;302004;283;1.013352;302417
500;10;0.75;3;6;290724;291;4.448347;302005;18;1.005789;302417
500;10;0.75;3;7;289814;291;4.435797;301949;278;1.000560;302417
500;10;0.75;3;8;290189;266;4.295533;302037;274;1.002934;302417
500;10;0.75;3;9;291580;298;4.448130;301961;107;1.039274;302417
500;10;0.75;3;10;290374;294;4.786745;301924;160;1.012217;302417
500;10;0.75;4;1;288656;299;4.657670;300246;36;0.948689;300784
500;10;0.75;4;2;288531;292;4.724681;300308;54;0.999155;300784
500;10;0.75;4;3;288096;288;4.771733;300202;246;0.940183;300784
500;10;0.75;4;4;289365;293;4.333808;300221;72;0.943257;300784
500;10;0.75;4;5;288481;270;4.245847;300317;6;0.930975;300784
500;10;0.75;4;6;288601;276;4.391232;300305;186;0.925842;300784
500;10;0.75;4;7;288841;246;4.287561;300247;251;0.928768;300784
500;10;0.75;4;8;288743;284;4.448427;300274;271;0.932220;300784
500;10;0.75;4;9;288726;285;4.261606;300276;94;0.931994;300784
500;10;0.75;4;10;289224;291;4.180329;300249;242;0.931584;300784
500;30;0.25;1;1;106005;284;4.840009;114594;97;1.348028;116056
500;30;0.25;1;2;106607;298;4.849928;114635;291;1.373629;116056
500;30;0.25;1;3;106920;298;4.629092;114551;148;1.354670;116056
500;30;0.25;1;4;107336;266;4.773042;114672;200;1.349654;116056
500;30;0.25;1;5;106646;285;4.819394;114498;209;1.392169;116056
500;30;0.25;1;6;106724;293;4.728373;114678;288;1.369332;116056
500;30;0.25;1;7;107200;287;4.818986;114607;288;1.346585;116056
500;30;0.25;1;8;107385;275;4.778656;114525;79;1.410417;116056
500;30;0.25;1;9;107259;241;4.906039;114789;292;1.320769;116056
500;30;0.25;1;10;106610;285;4.840450;114797;284;1.347084;116056
500;30;0.25;2;1;103083;269;4.938736;113683;266;1.297542;114810
500;30;0.25;2;2;104251;290;4.853269;113713;155;1.291655;114810
500;30;0.25;2;3;102734;294;5.101326;113563;257;1.326447;114810
500;30;0.25;2;4;103898;293;5.096688;113573;268;1.300994;114810
500;30;0.25;2;5;104512;287;5.028628;113560;291;1.373931;114810
500;30;0.25;2;6;103927;260;5.006208;113665;220;1.275339;114810
500;30;0.25;2;7;103703;263;4.912652;113697;292;1.316936;114810
500;30;0.25;2;8;103455;295;5.093087;114000;271;1.254562;114810
500;30;0.25;2;9;102581;299;4.984647;113553;260;1.309720;114810
500;30;0.25;2;10;103649;293;5.047200;113603;281;1.339583;114810
500;30;0.25;3;1;106634;288;5.073140;115047;38;1.777766;116741
500;30;0.25;3;2;105730;294;5.087240;115131;238;1.724608;116741
500;30;0.25;3;3;105405;259;5.060450;115398;37;1.666116;116741
500;30;0.25;3;4;105587;299;5.141316;115002;258;1.680589;116741
500;30;0.25;3;5;106168;299;4.962775;115044;270;1.652251;116741
500;30;0.25;3;6;104681;296;5.303054;115061;200;1.653804;116741
500;30;0.25;3;7;105077;275;5.329782;115557;258;1.725525;116741
500;30;0.25;3;8;105718;263;5.180194;115160;93;1.678648;116741
500;30;0.25;3;9;105641;291;5.125457;115011;194;1.666989;116741
500;30;0.25;3;10;106637;298;5.098448;115349;124;1.657654;116741
500;30;0.25;4;1;106201;299;5.013277;113879;251;1.485842;115354
500;30;0.25;4;2;105637;281;5.072065;114005;101;1.512817;115354
500;30;0.25;4;3;106714;287;4.982823;114113;194;1.518955;115354
500;30;0.25;4;4;104875;283;5.084983;113907;239;1.510370;115354
500;30;0.25;4;5;105158;288;4.923089;113714;49;1.515573;115354
500;30;0.25;4;6;104270;263;5.105432;113845;117;1.519523;115354
500;30;0.25;4;7;104618;267;5.096554;113893;153;1.547974;115354
500;30;0.25;4;8;106108;237;5.081710;113897;253;1.461206;115354
500;30;0.25;4;9;106536;285;5.001914;113876;29;1.516067;115354
500;30;0.25;4;10;105700;298;4.977082;113724;273;1.561842;115354
500;30;0.50;1;1;203496;277;4.889430;216671;139;1.525293;218104
500;30;0.50;1;2;201291;298;5.109767;216723;143;1.539656;218104
500;30;0.50;1;3;202167;288;4.875076;216480;127;1.529598;218104
500;30;0.50;1;4;202059;298;4.966160;216701;149;1.511209;218104
500;30;0.50;1;5;200896;298;5.025980;216608;151;1.525671;218104
500;30;0.50;1;6;201271;298;4.963950;216685;295;1.464960;218104
500;30;0.50;1;7;201887;266;5.019553;216812;230;1.497053;218104
500;30;0.50;1;8;201765;299;5.186034;216789;274;1.557379;218104
500;30;0.50;1;9;201139;285;5.017850;216675;211;1.531474;218104
500;30;0.50;1;10;202168;252;4.906015;216658;217;1.510991;218104
500;30;0.50;2;1;197172;289;5.487871;213099;260;1.600817;214648
500;30;0.50;2;2;197805;287;5.285641;213641;262;1.693594;214648
500;30;0.50;2;3;197570;296;5.493657;213097;165;1.633640;214648
500;30;0.50;2;4;197889;287;5.220314;213191;135;1.621443;214648
500;30;0.50;2;5;198445;291;5.256517;213378;172;1.674463;214648
500;30;0.50;2;6;198681;257;5.148393;213217;267;1.649957;214648
500;30;0.50;2;7;198191;297;5.262022;213219;88;1.647868;214648
500;30;0.50;2;8;199627;291;5.266633;213245;187;1.622132;214648
500;30;0.50;2;9;198867;288;5.025654;213404;163;1.606267;214648
500;30;0.50;2;10;197953;298;5.216717;213388;222;1.654653;214648
500;30;0.50;3;1;198186;299;5.019917;214563;198;1.597862;215978
500;30;0.50;3;2;199499;248;5.132211;214867;204;1.421472;215978
500;30;0.50;3;3;199529;292;5.218246;214513;286;1.479454;215978
500;30;0.50;3;4;199346;279;4.964750;214619;161;1.434622;215978
500;30;0.50;3;5;198585;284;4.989034;214745;253;1.403151;215978
500;30;0.50;3;6;199216;254;4.828643;214660;176;1.401596;215978
500;30;0.50;3;7;198295;275;5.107621;215114;258;1.380060;215978
500;30;0.50;3;8;198868;295;5.134468;214777;159;1.419408;215978
500;30;0.50;3;9;199349;268;5.048859;214825;174;1.409658;215978
500;30;0.50;3;10;199908;293;4.895893;214847;222;1.397785;215978
500;30;0.50;4;1;200749;291;5.102437;216794;271;1.254571;217910
500;30;0.50;4;2;200466;292;5.297010;216986;248;1.163379;217910
500;30;0.50;4;3;201722;252;5.084477;216797;246;1.228859;217910
500;30;0.50;4;4;201769;224;5.087047;216908;281;1.226577;217910
500;30;0.50;4;5;200554;253;5.110389;216578;202;1.290768;217910
500;30;0.50;4;6;201915;283;5.262028;216785;275;1.296353;217910
500;30;0.50;4;7;200869;292;5.086290;216730;92;1.222367;217910
500;30;0.50;4;8;201314;291;5.179475;216870;243;1.314283;217910
500;30;0.50;4;9;200837;294;5.074134;216868;205;1.223514;217910
500;30;0.50;4;10;200364;281;5.172904;216822;212;1.318790;217910
500;30;0.75;1;1;288835;265;5.094343;301091;284;1.148976;301675
500;30;0.75;1;2;288767;282;5.241745;300791;93;1.202734;301675
500;30;0.75;1;3;289911;294;5.215678;300738;230;1.144940;301675
500;30;0.75;1;4;288197;280;5.065868;300718;186;1.167145;301675
500;30;0.75;1;5;289111;269;5.091614;300833;199;1.114535;301675
500;30;0.75;1;6;289049;277;5.154425;300905;254;1.013375;301675
500;30;0.75;1;7;289755;262;5.093548;300740;165;1.155190;301675
500;30;0.75;1;8;288686;278;5.263083;300771;267;1.163002;301675
500;30;0.75;1;9;289020;276;5.130662;300684;178;1.179935;301675
500;30;0.75;1;10;288541;299;5.070797;300891;141;1.135350;301675
500;30;0.75;2;1;288335;294;4.614874;298953;158;1.309697;300055
500;30;0.75;2;2;288896;269;4.698137;298847;174;1.352340;300055
500;30;0.75;2;3;288478;295;4.799199;298886;93;1.341576;300055
500;30;0.75;2;4;289282;298;4.541132;299107;131;1.313668;300055
500;30;0.75;2;5;288466;273;4.686101;298844;117;1.344372;300055
500;30;0.75;2;6;289260;299;4.694630;298993;213;1.312723;300055
500;30;0.75;2;7;289203;285;4.626992;298969;280;1.351357;300055
500;30;0.75;2;8;289581;295;4.679330;299144;182;1.318951;300055
500;30;0.75;2;9;289121;288;4.656332;299025;298;1.291842;300055
500;30;0.75;2;10;289695;299;4.631328;298894;46;1.304115;300055
500;30;0.75;3;1;293252;271;4.674267;304098;87;1.277957;305087
500;30;0.75;3;2;293006;299;4.733690;304176;281;1.257342;305087
500;30;0.75;3;3;291663;285;4.859818;304313;257;1.246232;305087
500;30;0.75;3;4;292741;247;4.570982;304190;288;1.242414;305087
500;30;0.75;3;5;294044;297;4.500799;304156;238;1.284061;305087
500;30;0.75;3;6;292573;294;4.545329;304157;167;1.295969;305087
500;30;0.75;3;7;293022;256;4.584624;304126;106;1.291569;305087
500;30;0.75;3;8;292194;292;4.715115;304184;162;1.315861;305087
500;30;0.75;3;9;292833;297;4.618611;304212;274;1.231934;305087
500;30;0.75;3;10;291701;299;4.896075;304389;264;1.291163;305087
500;30;0.75;4;1;289183;282;5.254712;301031;190;1.411338;302032
500;30;0.75;4;2;290093;287;5.061333;300882;127;1.385786;302032
500;30;0.75;4;3;290201;291;5.208928;300833;90;1.428041;302032
500;30;0.75;4;4;288649;248;5.154619;301093;293;1.326078;302032
500;30;0.75;4;5;288907;290;5.309223;300890;281;1.442912;302032
500;30;0.75;4;6;289366;297;4.996609;301076;265;1.593352;302032
500;30;0.75;4;7;288982;284;5.053803;300835;245;1.390914;302032
500;30;0.75;4;8;288917;282;5.096325;300926;272;1.399865;302032
500;30;0.75;4;9;290111;293;5.007932;300936;136;1.405043;302032
500;30;0.75;4;10;290021;275;5.249610;300975;204;1.416288;302032
100;5;0.25;5;1;23310;233;1.099947;23939;1;0.121009;23991
100;5;0.25;5;2;23083;268;1.045026;23939;3;0.125803;23991
100;5;0.25;5;3;23353;165;0.850094;23939;0;0.123261;23991
100;5;0.25;5;4;23279;292;0.948494;23939;2;0.126692;23991
100;5;0.25;5;5;23370;233;0.996856;23939;4;0.127036;23991
100;5;0.25;5;6;23168;163;0.911301;23939;1;0.133253;23991
100;5;0.25;5;7;23032;250;1.062539;23939;0;0.128248;23991
100;5;0.25;5;8;23038;165;1.017304;23939;0;0.127940;23991
100;5;0.25;5;9;23377;257;1.085991;23939;11;0.166937;23991
100;5;0.25;5;10;22954;135;1.260932;23939;13;0.185031;23991
100;5;0.25;6;1;23795;174;1.309872;24529;0;0.197533;24613
100;5;0.25;6;2;24233;293;1.284087;24529;0;0.206152;24613
100;5;0.25;6;3;23767;195;1.336525;24529;1;0.196838;24613
100;5;0.25;6;4;23726;153;1.370067;24529;4;0.187727;24613
100;5;0.25;6;5;23859;288;1.296137;24529;1;0.199428;24613
100;5;0.25;6;6;23648;133;1.165445;24529;0;0.169140;24613
100;5;0.25;6;7;23882;285;1.268214;24529;0;0.163784;24613
100;5;0.25;6;8;23888;244;0.895205;24529;0;0.179889;24613
100;5;0.25;6;9;23594;205;1.365556;24529;1;0.200380;24613
100;5;0.25;6;10;23718;140;0.838164;24529;1;0.175136;24613
100;5;0.25;7;1;24328;298;1.426418;25521;0;0.160707;25591
100;5;0.25;7;2;24699;268;1.461292;25521;1;0.161499;25591
100;5;0.25;7;3;24938;296;1.359462;25521;0;0.199534;25591
100;5;0.25;7;4;24663;265;1.130745;25521;0;0.160404;25591
100;5;0.25;7;5;24488;241;1.295960;25521;0;0.161023;25591
100;5;0.25;7;6;24368;249;1.406249;25521;0;0.168806;25591
100;5;0.25;7;7;24554;279;1.372648;25521;4;0.166480;25591
100;5;0.25;7;8;24429;213;1.156874;25521;0;0.196113;25591
100;5;0.25;7;9;25214;180;1.092045;25521;0;0.185631;25591
100;5;0.25;7;10;25162;294;1.473618;25521;0;0.143965;25591
100;5;0.50;5;1;40877;264;1.337168;42123;0;0.153271;42218
100;5;0.50;5;2;40698;290;1.450773;42123;0;0.140773;42218
100;5;0.50;5;3;41441;260;1.454390;42123;0;0.115664;42218
100;5;0.50;5;4;41071;275;1.235299;42123;4;0.182656;42218
100;5;0.50;5;5;41371;253;1.310735;42123;0;0.146440;42218
100;5;0.50;5;6;41054;213;1.076959;42123;4;0.150342;42218
100;5;0.50;5;7;41014;289;1.177456;42123;3;0.147168;42218
100;5;0.50;5;8;41091;195;1.253976;42123;0;0.157238;42218
100;5;0.50;5;9;41063;295;1.393206;42123;0;0.139528;42218
100;5;0.50;5;10;40905;264;1.332438;42123;4;0.158242;42218
100;5;0.50;6;1;41729;269;1.072931;42927;0;0.160354;42927
100;5;0.50;6;2;41790;285;1.228579;42927;0;0.181956;42927
100;5;0.50;6;3;41983;287;1.287003;42927;0;0.158732;42927
100;5;0.50;6;4;41750;228;1.251330;42927;0;0.165506;42927
100;5;0.50;6;5;41777;284;1.282566;42927;0;0.159834;42927
100;5;0.50;6;6;42151;292;1.255772;42927;0;0.179319;42927
100;5;0.50;6;7;41508;299;1.398586;42927;0;0.156207;42927
100;5;0.50;6;8;41821;281;1.289407;42927;1;0.195966;42927
100;5;0.50;6;9;42015;259;1.248206;42927;0;0.199775;42927
100;5;0.50;6;10;41561;292;1.324618;42927;0;0.172352;42927
100;5;0.50;7;1;40613;169;1.125195;41980;1;0.164342;42009
100;5;0.50;7;2;41176;223;1.061469;41980;1;0.170265;42009
100;5;0.50;7;3;41129;193;1.018380;41980;3;0.186803;42009
100;5;0.50;7;4;41025;167;0.995362;41980;3;0.170516;42009
100;5;0.50;7;5;40749;147;0.973521;41980;1;0.195967;42009
100;5;0.50;7;6;41038;223;1.252475;41980;3;0.176726;42009
100;5;0.50;7;7;40674;155;1.036570;41980;0;0.188283;42009
100;5;0.50;7;8;41115;165;1.210633;41980;5;0.172570;42009
100;5;0.50;7;9;40970;222;1.132887;41980;0;0.163071;42009
100;5;0.50;7;10;40861;146;0.978655;41980;0;0.163284;42009
100;5;0.75;5;1;60160;282;1.656612;61029;0;0.166800;61091
100;5;0.75;5;2;60416;273;1.330650;61029;1;0.162261;61091
100;5;0.75;5;3;60522;294;1.523220;61029;2;0.165400;61091
100;5;0.75;5;4;60554;274;1.276592;61029;2;0.159426;61091
100;5;0.75;5;5;60829;248;1.354931;61029;1;0.167984;61091
100;5;0.75;5;6;60004;236;1.395454;61029;0;0.169234;61091
100;5;0.75;5;7;60600;244;1.255356;61029;0;0.165798;61091
100;5;0.75;5;8;60349;279;1.481546;61029;0;0.162338;61091
100;5;0.75;5;9;60683;297;1.515359;61029;2;0.164775;61091
100;5;0.75;5;10;60186;169;1.011715;61029;0;0.161386;61091
100;5;0.75;6;1;58097;288;1.221115;58920;3;0.159557;58959
100;5;0.75;6;2;57674;289;1.186551;58920;0;0.159524;58959
100;5;0.75;6;3;58327;245;1.285273;58920;4;0.165354;58959
100;5;0.75;6;4;58365;253;1.392491;58920;1;0.156646;58959
100;5;0.75;6;5;58244;254;1.426023;58920;0;0.157080;58959
100;5;0.75;6;6;57581;261;1.648561;58920;0;0.162975;58959
100;5;0.75;6;7;58131;270;1.533314;58920;4;0.194078;58959
100;5;0.75;6;8;58056;258;1.558241;58920;3;0.195505;58959
100;5;0.75;6;9;58603;293;1.480897;58920;4;0.166618;58959
100;5;0.75;6;10;57794;293;1.487671;58920;2;0.159556;58959
100;5;0.75;7;1;60911;290;1.456040;61519;0;0.163207;61538
100;5;0.75;7;2;60988;291;1.552738;61519;1;0.188292;61538
100;5;0.75;7;3;60781;266;1.492202;61519;3;0.194964;61538
100;5;0.75;7;4;60867;266;1.489201;61519;0;0.152999;61538
100;5;0.75;7;5;60903;288;1.449584;61519;0;0.163960;61538
100;5;0.75;7;6;60852;295;1.427592;61519;0;0.160622;61538
100;5;0.75;7;7;60990;298;1.409656;61519;0;0.155278;61538
100;5;0.75;7;8;60668;274;1.372739;61519;1;0.178982;61538
100;5;0.75;7;9;61009;289;1.330920;61519;1;0.194372;61538
100;5;0.75;7;10;60917;174;1.210304;61519;0;0.191919;61538
100;10;0.25;5;1;21599;183;1.360485;22528;23;0.151531;22751
100;10;0.25;5;2;21821;215;1.302101;22528;17;0.219332;22751
100;10;0.25;5;3;21573;127;1.066063;22528;7;0.182208;22751
100;10;0.25;5;4;21449;178;1.265426;22528;5;0.231607;22751
100;10;0.25;5;5;21257;127;1.171863;22528;10;0.163768;22751
100;10;0.25;5;6;21444;114;0.886867;22528;0;0.183702;22751
100;10;0.25;5;7;21922;251;1.530020;22528;4;0.189991;22751
100;10;0.25;5;8;21448;180;1.253393;22528;8;0.216236;22751
100;10;0.25;5;9;21777;156;1.129677;22528;6;0.224767;22751
100;10;0.25;5;10;21775;195;1.329864;22528;5;0.206271;22751
100;10;0.25;6;1;21685;219;1.375950;22613;2;0.199345;22777
100;10;0.25;6;2;21548;121;1.375520;22613;4;0.225557;22777
100;10;0.25;6;3;21577;150;1.132237;22613;3;0.197149;22777
100;10;0.25;6;4;21776;114;1.366308;22613;8;0.193341;22777
100;10;0.25;6;5;21623;271;1.846158;22613;3;0.202890;22777
100;10;0.25;6;6;21683;118;1.258122;22613;22;0.208945;22777
100;10;0.25;6;7;21904;231;1.450698;22613;1;0.189166;22777
100;10;0.25;6;8;21645;241;1.573614;22613;5;0.235286;22777
100;10;0.25;6;9;21577;195;1.416788;22613;3;0.145646;22777
100;10;0.25;6;10;21526;170;1.187308;22613;4;0.232704;22777
100;10;0.25;7;1;20825;132;1.244165;21671;92;0.423534;21875
