chub
n;m;a;i;s;opt;it;time;optcore;itcore;timecore;best
int;int;float;int;int;int;int;float;int;int;float;int
100;10;0.25;8;8;21455;240;1.428940;22542;42;0.276198;22635
100;10;0.25;8;9;21720;158;1.482503;22542;42;0.329869;22635
100;10;0.25;8;10;21538;216;1.433858;22542;5;0.277256;22635
100;10;0.25;9;1;21503;203;1.351561;22418;22;0.279932;22511
100;10;0.25;9;2;21731;178;0.865334;22418;22;0.261294;22511
100;10;0.25;9;3;21616;127;1.181224;22418;10;0.265357;22511
100;10;0.25;9;4;21643;281;1.477882;22418;36;0.304269;22511
100;10;0.25;9;5;21437;243;1.353366;22418;28;0.304844;22511
100;10;0.25;9;6;21515;130;1.144586;22418;5;0.260751;22511
100;10;0.25;9;7;21504;210;1.356144;22418;6;0.273942;22511
100;10;0.25;9;8;21732;172;1.303756;22418;16;0.300687;22511
100;10;0.25;9;9;21643;183;1.059997;22418;11;0.298813;22511
100;10;0.25;9;10;21513;221;1.539809;22418;17;0.318167;22511
100;10;0.25;10;1;21479;163;1.337823;22702;0;0.212216;22702
100;10;0.25;10;2;21392;168;1.516465;22702;6;0.191159;22702
100;10;0.25;10;3;22033;239;1.639081;22702;10;0.188505;22702
100;10;0.25;10;4;21212;176;1.707054;22702;8;0.198023;22702
100;10;0.25;10;5;21473;281;1.577992;22702;9;0.213145;22702
100;10;0.25;10;6;21482;172;1.621567;22702;30;0.226643;22702
100;10;0.25;10;7;21535;220;1.381899;22702;6;0.214016;22702
100;10;0.25;10;8;21217;230;1.529039;22702;20;0.216859;22702
100;10;0.25;10;9;21188;132;1.495347;22702;0;0.188143;22702
100;10;0.25;10;10;21164;179;1.344130;22702;1;0.178820;22702
100;10;0.50;8;1;41765;280;1.642586;42970;9;0.204262;42970
100;10;0.50;8;2;41881;278;1.329845;42970;0;0.153134;42970
100;10;0.50;8;3;41456;271;1.327533;42970;4;0.240097;42970
100;10;0.50;8;4;41490;279;1.562640;42970;10;0.159793;42970
100;10;0.50;8;5;41628;297;1.275415;42970;0;0.206531;42970
100;10;0.50;8;6;41838;297;1.604112;42970;0;0.150459;42970
100;10;0.50;8;7;41644;230;1.306772;42970;0;0.169224;42970
100;10;0.50;8;8;41002;281;1.405105;42970;19;0.240877;42970
100;10;0.50;8;9;42030;270;1.519904;42970;1;0.189468;42970
100;10;0.50;8;10;41695;262;1.424658;42970;6;0.269216;42970
100;10;0.50;9;1;41253;234;1.681057;42212;51;0.276973;42212
100;10;0.50;9;2;40799;289;1.522154;42212;14;0.276666;42212
100;10;0.50;9;3;40583;295;1.510369;42212;15;0.275015;42212
100;10;0.50;9;4;41140;254;1.450956;42212;4;0.269618;42212
100;10;0.50;9;5;40899;277;1.393821;42212;4;0.217804;42212
100;10;0.50;9;6;40681;298;1.662670;42212;29;0.279544;42212
100;10;0.50;9;7;40937;283;1.355117;42212;35;0.269924;42212
100;10;0.50;9;8;41035;286;1.635173;42212;36;0.309555;42212
100;10;0.50;9;9;40458;289;1.519333;42212;2;0.237571;42212
100;10;0.50;9;10;41273;283;1.517254;42212;0;0.266892;42212
100;10;0.50;10;1;40028;296;1.792549;41050;11;0.311832;41207
100;10;0.50;10;2;39114;256;1.656966;41050;4;0.263540;41207
100;10;0.50;10;3;40012;294;1.532372;41050;15;0.299950;41207
100;10;0.50;10;4;39348;282;1.292724;41050;33;0.359210;41207
100;10;0.50;10;5;39548;272;1.847678;41050;0;0.275538;41207
100;10;0.50;10;6;39719;267;1.559590;41050;8;0.294709;41207
100;10;0.50;10;7;39733;293;1.605117;41050;2;0.277655;41207
100;10;0.50;10;8;39361;289;1.778123;41050;8;0.309982;41207
100;10;0.50;10;9;39758;238;1.612688;41050;29;0.291918;41207
100;10;0.50;10;10;39384;290;1.896371;41050;16;0.357679;41207
100;10;0.75;8;1;58679;250;1.401945;59391;19;0.363136;59391
100;10;0.75;8;2;58518;216;1.507754;59391;12;0.293270;59391
100;10;0.75;8;3;58163;293;1.545849;59391;34;0.395693;59391
100;10;0.75;8;4;58734;240;1.478599;59391;10;0.325537;59391
100;10;0.75;8;5;58267;231;1.573846;59391;9;0.295476;59391
100;10;0.75;8;6;58746;289;1.545913;59391;2;0.322175;59391
100;10;0.75;8;7;58203;263;1.264840;59391;1;0.277261;59391
100;10;0.75;8;8;58590;269;1.410224;59391;14;0.333026;59391
100;10;0.75;8;9;58975;232;1.414979;59391;9;0.270954;59391
100;10;0.75;8;10;58206;157;1.149083;59391;11;0.354042;59391
100;10;0.75;9;1;59578;225;1.330550;60205;22;0.262291;60205
100;10;0.75;9;2;59424;255;1.401448;60205;20;0.285279;60205
100;10;0.75;9;3;59191;267;1.323317;60205;0;0.271212;60205
100;10;0.75;9;4;59435;240;1.524909;60205;28;0.269866;60205
100;10;0.75;9;5;59232;273;1.290313;60205;15;0.278609;60205
100;10;0.75;9;6;59121;276;1.611779;60205;5;0.251948;60205
100;10;0.75;9;7;59476;211;1.421901;60205;9;0.242625;60205
100;10;0.75;9;8;59458;212;1.069739;60205;70;0.300700;60205
100;10;0.75;9;9;59428;265;1.451675;60205;7;0.246608;60205
100;10;0.75;9;10;59260;275;1.621882;60205;2;0.277040;60205
100;10;0.75;10;1;60236;250;1.487185;60633;24;0.244684;60633
100;10;0.75;10;2;59949;290;1.211489;60633;42;0.279740;60633
100;10;0.75;10;3;60103;213;1.337753;60633;30;0.279678;60633
100;10;0.75;10;4;60272;219;1.161574;60633;18;0.253459;60633
100;10;0.75;10;5;60038;293;1.239621;60633;8;0.305224;60633
100;10;0.75;10;6;60155;207;1.326653;60633;27;0.279392;60633
100;10;0.75;10;7;60313;256;1.585577;60633;8;0.225756;60633
100;10;0.75;10;8;60202;288;1.641731;60633;36;0.313332;60633
100;10;0.75;10;9;59912;259;1.558477;60633;30;0.254510;60633
100;10;0.75;10;10;59560;296;1.556169;60633;1;0.242346;60633
100;30;0.25;8;1;20604;111;1.431569;20917;265;1.217186;21397
100;30;0.25;8;2;20157;258;1.810142;20923;62;1.189151;21397
100;30;0.25;8;3;20245;281;1.796050;20961;106;1.133315;21397
100;30;0.25;8;4;20043;254;1.502130;21153;250;1.113929;21397
100;30;0.25;8;5;20008;155;2.081718;20889;60;1.359956;21397
100;30;0.25;8;6;20271;134;1.839763;20991;171;1.108726;21397
100;30;0.25;8;7;20338;219;1.916820;20874;257;1.343624;21397
100;30;0.25;8;8;20148;130;2.087061;20851;73;1.279167;21397
100;30;0.25;8;9;20338;239;2.017750;20942;179;1.138486;21397
100;30;0.25;8;10;20392;148;1.817378;20853;0;1.164336;21397
100;30;0.25;9;1;21761;176;1.576495;22089;140;1.195492;22525
100;30;0.25;9;2;21440;223;1.376280;22168;163;1.120308;22525
100;30;0.25;9;3;21810;280;1.811452;22004;131;1.293585;22525
100;30;0.25;9;4;21751;288;1.624855;22191;90;1.233930;22525
100;30;0.25;9;5;21353;140;1.167014;22190;137;1.247255;22525
100;30;0.25;9;6;21975;293;1.876326;22017;262;1.231107;22525
100;30;0.25;9;7;21785;220;1.826296;22096;298;1.371171;22525
100;30;0.25;9;8;21752;289;1.995250;22237;251;1.196974;22525
100;30;0.25;9;9;21671;268;1.799816;22176;253;1.098554;22525
100;30;0.25;9;10;21678;213;1.791280;22075;101;1.113972;22525
100;30;0.25;10;1;20216;195;1.665076;20487;246;1.147707;20983
100;30;0.25;10;2;20264;276;1.562968;20709;248;1.030495;20983
100;30;0.25;10;3;20033;289;1.589544;20777;218;1.302710;20983
100;30;0.25;10;4;20088;239;1.823271;20510;229;1.169839;20983
100;30;0.25;10;5;19695;151;1.560273;20501;197;1.154443;20983
100;30;0.25;10;6;20001;116;0.944296;20553;274;1.152706;20983
100;30;0.25;10;7;20058;239;2.069895;20510;171;1.104653;20983
100;30;0.25;10;8;19944;278;1.186026;20501;180;1.149199;20983
100;30;0.25;10;9;19857;197;1.690342;20637;163;1.132626;20983
100;30;0.25;10;10;19990;250;1.635410;20483;237;1.164248;20983
100;30;0.50;8;1;41188;260;1.764780;42458;56;0.508138;42719
100;30;0.50;8;2;41312;298;1.785423;42336;269;0.891437;42719
100;30;0.50;8;3;41340;250;1.674842;42342;125;0.556839;42719
100;30;0.50;8;4;41558;299;1.536992;42412;142;0.930623;42719
100;30;0.50;8;5;41386;246;1.604883;42118;15;0.533852;42719
100;30;0.50;8;6;41476;290;2.023200;42347;101;0.699131;42719
100;30;0.50;8;7;41293;291;1.382972;42338;29;1.024547;42719
100;30;0.50;8;8;41347;282;1.433554;42360;73;0.635665;42719
100;30;0.50;8;9;41432;283;1.506836;42349;100;0.675663;42719
100;30;0.50;8;10;41055;292;1.779935;42382;123;0.725519;42719
100;30;0.50;9;1;40884;299;1.723544;41811;212;0.971912;42230
100;30;0.50;9;2;40289;272;1.505191;41726;147;1.083705;42230
100;30;0.50;9;3;40988;285;1.741661;41742;274;0.957469;42230
100;30;0.50;9;4;40928;299;1.203645;41742;102;0.579111;42230
100;30;0.50;9;5;40466;268;1.308759;41742;92;0.743692;42230
100;30;0.50;9;6;40801;251;1.584774;41846;167;0.942271;42230
100;30;0.50;9;7;40739;280;1.400745;41827;234;1.147628;42230
100;30;0.50;9;8;40265;258;1.859711;41786;110;0.932003;42230
100;30;0.50;9;9;40813;226;1.551046;41890;171;0.838855;42230
100;30;0.50;9;10;41089;284;1.767175;41922;95;0.838958;42230
100;30;0.50;10;1;40769;286;1.736816;41339;148;0.540637;41700
100;30;0.50;10;2;40027;203;1.067481;41395;194;0.811890;41700
100;30;0.50;10;3;40152;223;1.473577;41397;210;0.967378;41700
100;30;0.50;10;4;41110;263;1.478143;41511;28;0.687385;41700
100;30;0.50;10;5;40240;259;1.655888;41353;237;0.997895;41700
100;30;0.50;10;6;40262;181;1.472540;41367;179;0.872796;41700
100;30;0.50;10;7;40825;247;1.118197;41339;79;0.598204;41700
100;30;0.50;10;8;40837;229;1.855326;41368;269;1.045210;41700
100;30;0.50;10;9;40079;259;1.534682;41623;43;0.611433;41700
100;30;0.50;10;10;40450;292;1.662595;41518;249;1.187485;41700
100;30;0.75;8;1;57683;299;1.922389;58782;279;1.171505;59064
100;30;0.75;8;2;57525;218;1.657475;58824;240;1.058417;59064
100;30;0.75;8;3;58106;263;1.649597;58730;269;1.111676;59064
100;30;0.75;8;4;58148;267;1.713632;58865;166;0.879880;59064
100;30;0.75;8;5;58132;298;1.907594;58921;247;1.175995;59064
100;30;0.75;8;6;58296;223;1.968895;58865;171;0.895737;59064
100;30;0.75;8;7;57836;295;1.648827;58755;295;0.985238;59064
100;30;0.75;8;8;58121;270;1.858367;58921;150;0.730324;59064
100;30;0.75;8;9;57523;280;2.127226;58685;219;0.944629;59064
100;30;0.75;8;10;57322;258;1.783457;58889;204;1.018378;59064
100;30;0.75;9;1;57248;251;2.174182;58728;78;0.702015;58975
100;30;0.75;9;2;58018;292;1.926095;58879;200;0.821398;58975
100;30;0.75;9;3;57848;284;1.644813;58639;104;0.796870;58975
100;30;0.75;9;4;58175;292;1.879662;58790;111;0.764804;58975
100;30;0.75;9;5;57941;290;1.979472;58677;149;0.890614;58975
100;30;0.75;9;6;58269;273;1.781229;58641;97;0.653291;58975
100;30;0.75;9;7;58054;292;1.845391;58743;80;0.754974;58975
100;30;0.75;9;8;57767;292;1.865178;58740;194;0.966301;58975
100;30;0.75;9;9;57711;290;1.985368;58670;60;0.617530;58975
100;30;0.75;9;10;58098;238;1.546341;58728;84;0.507989;58975
100;30;0.75;10;1;58666;290;2.250291;60254;273;1.336881;60603
100;30;0.75;10;2;59541;251;2.185892;60151;180;1.255445;60603
100;30;0.75;10;3;58894;274;2.087331;60532;157;1.094248;60603
100;30;0.75;10;4;59002;264;2.250390;60194;112;1.230106;60603
100;30;0.75;10;5;59113;290;1.975560;60218;265;1.121520;60603
100;30;0.75;10;6;59040;287;2.273729;60280;166;1.147782;60603
100;30;0.75;10;7;59712;295;2.090906;60114;112;1.209041;60603
100;30;0.75;10;8;59245;296;1.652439;60237;292;1.176127;60603
100;30;0.75;10;9;59089;219;2.153337;60145;33;1.337007;60603
100;30;0.75;10;10;58949;263;2.053302;60115;176;1.225274;60603
250;5;0.25;8;1;56682;297;3.326428;61385;14;0.710549;61472
250;5;0.25;8;2;56878;261;2.293101;61412;263;0.716802;61472
250;5;0.25;8;3;57436;241;2.511004;61415;57;0.705088;61472
250;5;0.25;8;4;57537;292;2.779609;61412;196;0.724963;61472
250;5;0.25;8;5;56794;232;2.847815;61411;208;0.715828;61472
250;5;0.25;8;6;57150;283;3.197708;61411;73;0.687596;61472
250;5;0.25;8;7;57653;286;2.816999;61377;118;0.765402;61472
250;5;0.25;8;8;56754;260;2.827117;61375;153;0.668185;61472
250;5;0.25;8;9;57288;282;3.057708;61407;146;0.764465;61472
250;5;0.25;8;10;56533;299;3.379720;61402;128;0.562620;61472
250;5;0.25;9;1;58182;247;2.703646;61789;238;0.637600;61885
250;5;0.25;9;2;57824;259;2.684888;61829;69;0.649622;61885
250;5;0.25;9;3;58815;296;2.614857;61785;16;0.760783;61885
250;5;0.25;9;4;58462;295;2.938954;61802;183;0.877840;61885
250;5;0.25;9;5;58118;267;2.972117;61799;126;0.824529;61885
250;5;0.25;9;6;58135;289;2.985028;61793;73;0.737210;61885
250;5;0.25;9;7;58264;294;2.501727;61800;32;0.755071;61885
250;5;0.25;9;8;58147;297;2.282830;61811;76;0.760123;61885
250;5;0.25;9;9;58022;297;3.048587;61782;155;0.873410;61885
250;5;0.25;9;10;57878;297;2.959654;61787;1;0.588891;61885
250;5;0.25;10;1;54938;288;3.197188;58883;290;0.830911;58959
250;5;0.25;10;2;54451;265;2.806407;58871;211;0.731140;58959
250;5;0.25;10;3;53901;278;2.976825;58871;14;0.743438;58959
250;5;0.25;10;4;54823;298;3.281284;58911;57;0.683844;58959
250;5;0.25;10;5;54471;276;2.946945;58847;11;0.795786;58959
250;5;0.25;10;6;54397;299;2.833048;58911;69;0.576023;58959
250;5;0.25;10;7;55294;271;2.207463;58882;294;0.701588;58959
250;5;0.25;10;8;54388;279;2.364606;58911;119;0.722355;58959
250;5;0.25;10;9;55152;286;3.157550;58878;295;0.590038;58959
250;5;0.25;10;10;54058;272;3.122788;58901;50;0.837038;58959
250;5;0.50;8;1;103989;295;2.909186;108957;117;0.598934;109042
250;5;0.50;8;2;103895;299;2.878792;109014;116;0.737770;109042
250;5;0.50;8;3;103689;276;3.043305;108968;98;0.753911;109042
250;5;0.50;8;4;104006;266;2.949861;108984;254;0.775319;109042
250;5;0.50;8;5;103169;295;2.895854;108955;15;0.633985;109042
250;5;0.50;8;6;103115;250;2.777153;108991;273;0.521429;109042
250;5;0.50;8;7;103442;259;2.630034;109011;274;0.757385;109042
250;5;0.50;8;8;102840;282;2.724967;108968;26;0.707949;109042
250;5;0.50;8;9;103386;299;3.530576;108971;252;0.763389;109042
250;5;0.50;8;10;103380;245;3.070098;108990;135;0.798776;109042
250;5;0.50;9;1;104476;257;2.442661;109889;114;0.828957;109971
250;5;0.50;9;2;104178;292;2.866864;109866;181;0.742659;109971
250;5;0.50;9;3;104298;257;2.713195;109908;271;0.654336;109971
250;5;0.50;9;4;104548;269;2.694431;109957;223;0.713162;109971
250;5;0.50;9;5;104359;281;2.698178;109923;22;0.575397;109971
250;5;0.50;9;6;104500;283;2.680753;109894;16;0.748174;109971
250;5;0.50;9;7;104393;279;3.124910;109957;225;0.828723;109971
250;5;0.50;9;8;104140;276;3.071087;109908;262;0.535029;109971
250;5;0.50;9;9;104241;268;2.419754;109878;28;0.498266;109971
250;5;0.50;9;10;104196;253;2.468226;109893;184;0.806907;109971
250;5;0.50;10;1;101454;282;2.735939;106998;25;0.703866;107058
250;5;0.50;10;2;101782;292;3.282840;106995;85;0.621157;107058
250;5;0.50;10;3;101001;281;2.366053;107008;29;0.750164;107058
250;5;0.50;10;4;100844;278;3.423751;107025;56;0.809155;107058
250;5;0.50;10;5;100242;294;3.226062;107025;187;0.532675;107058
250;5;0.50;10;6;100364;259;2.916250;107004;8;0.545514;107058
250;5;0.50;10;7;101969;252;2.899311;107031;253;0.822395;107058
250;5;0.50;10;8;100891;233;3.143505;106970;238;0.715899;107058
250;5;0.50;10;9;101062;253;3.317587;106988;299;0.659619;107058
250;5;0.50;10;10;101377;299;2.280364;106988;71;0.739451;107058
250;5;0.75;8;1;146055;263;2.987136;149726;200;0.701099;149782
250;5;0.75;8;2;145944;295;2.846248;149753;267;0.665060;149782
250;5;0.75;8;3;145862;298;3.144306;149758;190;0.666658;149782
250;5;0.75;8;4;145901;285;3.513638;149725;39;0.790304;149782
250;5;0.75;8;5;146005;293;3.368997;149693;20;0.785615;149782
250;5;0.75;8;6;145903;278;3.060702;149715;39;0.747020;149782
250;5;0.75;8;7;145116;293;3.210737;149772;144;0.793876;149782
250;5;0.75;8;8;146109;296;3.125349;149727;50;0.767937;149782
250;5;0.75;8;9;146012;228;2.992352;149714;36;0.790095;149782
250;5;0.75;8;10;145302;289;3.261509;149772;77;0.788253;149782
250;5;0.75;9;1;152185;298;2.744743;155055;286;0.786563;155075
250;5;0.75;9;2;151356;274;2.780015;154992;269;0.714279;155075
250;5;0.75;9;3;150995;274;2.881420;155007;42;0.733074;155075
250;5;0.75;9;4;151037;260;3.028506;155017;88;0.785514;155075
250;5;0.75;9;5;151671;288;2.719816;154987;5;0.788982;155075
250;5;0.75;9;6;152157;281;2.968904;155057;130;0.628233;155075
250;5;0.75;9;7;151421;280;2.745065;155026;177;0.798233;155075
250;5;0.75;9;8;151191;260;3.134998;155009;88;0.786781;155075
250;5;0.75;9;9;151633;272;2.981880;155007;267;0.789375;155075
250;5;0.75;9;10;152098;283;2.938042;155026;46;0.761828;155075
250;5;0.75;10;1;151340;291;3.036698;154616;256;0.704344;154668
250;5;0.75;10;2;150819;287;2.934530;154613;281;0.714428;154668
250;5;0.75;10;3;150698;277;2.979706;154553;2;0.637298;154668
250;5;0.75;10;4;151063;299;2.830861;154627;186;0.681207;154668
250;5;0.75;10;5;150945;298;2.787559;154627;260;0.717407;154668
250;5;0.75;10;6;151446;298;3.066872;154611;239;0.700840;154668
250;5;0.75;10;7;150645;235;2.856783;154585;263;0.601195;154668
250;5;0.75;10;8;150957;269;2.744796;154610;248;0.618029;154668
250;5;0.75;10;9;150933;299;2.532931;154600;166;0.605407;154668
250;5;0.75;10;10;151343;296;3.223718;154610;207;0.591814;154668
250;10;0.25;8;1;54393;232;3.367793;58654;295;0.935257;58936
250;10;0.25;8;2;54811;209;3.361507;58642;196;0.633818;58936
250;10;0.25;8;3;55437;283;2.953915;58610;288;0.826265;58936
250;10;0.25;8;4;55246;253;2.900280;58722;186;0.838858;58936
250;10;0.25;8;5;54756;296;3.230482;58684;218;0.635212;58936
250;10;0.25;8;6;54854;296;2.599946;58607;138;0.820347;58936
250;10;0.25;8;7;54903;231;3.029500;58702;202;0.795958;58936
250;10;0.25;8;8;54863;276;3.431411;58789;50;0.903825;58936
250;10;0.25;8;9;53912;286;3.587228;58654;255;0.800972;58936
250;10;0.25;8;10;53941;182;3.077544;58669;272;0.880297;58936
250;10;0.25;9;1;55036;230;2.686218;59232;210;0.674970;59387
250;10;0.25;9;2;55547;260;2.758165;59187;259;0.730980;59387
250;10;0.25;9;3;55695;291;3.252110;59212;196;0.727438;59387
250;10;0.25;9;4;55715;266;3.178526;59125;286;0.774259;59387
250;10;0.25;9;5;55828;267;2.351582;59164;56;0.734637;59387
250;10;0.25;9;6;55271;287;2.436743;59186;31;0.852313;59387
250;10;0.25;9;7;55784;290;2.783846;59182;72;0.849744;59387
250;10;0.25;9;8;55949;296;2.930584;59135;76;0.842627;59387
250;10;0.25;9;9;55841;262;3.048127;59177;31;0.829725;59387
250;10;0.25;9;10;55700;257;2.957021;59237;115;0.832761;59387
250;10;0.25;10;1;54663;283;3.217832;58878;77;0.832828;59208
250;10;0.25;10;2;54554;276;3.059657;58894;17;1.064832;59208
250;10;0.25;10;3;55328;283;3.554932;58884;12;0.683787;59208
250;10;0.25;10;4;54895;298;3.458001;58884;138;0.989127;59208
250;10;0.25;10;5;55209;291;3.306966;59041;53;0.991518;59208
250;10;0.25;10;6;54975;292;3.284378;58925;57;0.967515;59208
250;10;0.25;10;7;54826;229;3.115696;58997;215;1.006491;59208
250;10;0.25;10;8;54784;292;3.338105;58955;212;0.649672;59208
250;10;0.25;10;9;54575;293;3.618486;58932;32;0.644613;59208
250;10;0.25;10;10;55118;292;3.045844;58936;177;0.853059;59208
250;10;0.50;8;1;100724;273;2.668070;106619;208;0.754076;106686
250;10;0.50;8;2;100514;261;3.197781;106519;24;0.741977;106686
250;10;0.50;8;3;100603;295;3.178292;106493;161;0.802246;106686
250;10;0.50;8;4;100170;276;3.060608;106452;117;0.869106;106686
250;10;0.50;8;5;99884;234;2.601828;106581;165;0.745471;106686
250;10;0.50;8;6;100555;275;3.638032;106524;283;0.706109;106686
250;10;0.50;8;7;100580;293;2.501948;106505;152;0.741654;106686
250;10;0.50;8;8;101032;251;2.547612;106463;202;0.931092;106686
250;10;0.50;8;9;100792;275;2.921362;106546;83;0.829112;106686
250;10;0.50;8;10;100396;244;2.947047;106565;25;0.650096;106686
250;10;0.50;9;1;103950;266;3.312281;109628;120;0.547281;109829
250;10;0.50;9;2;103692;295;2.959667;109628;95;0.567722;109829
250;10;0.50;9;3;103963;253;3.106587;109693;179;0.703203;109829
250;10;0.50;9;4;104682;299;3.134405;109567;247;0.746150;109829
250;10;0.50;9;5;103783;281;3.162570;109679;99;0.753457;109829
250;10;0.50;9;6;103559;299;2.475844;109737;195;0.622466;109829
250;10;0.50;9;7;103353;281;3.151234;109693;39;0.592396;109829
250;10;0.50;9;8;103534;278;3.005507;109717;30;0.721690;109829
250;10;0.50;9;9;104548;256;2.560809;109716;235;0.765928;109829
250;10;0.50;9;10;104258;299;3.131727;109715;285;0.875794;109829
250;10;0.50;10;1;100605;273;3.125014;106566;34;0.717715;106723
250;10;0.50;10;2;101135;280;2.954035;106448;183;0.637027;106723
250;10;0.50;10;3;100635;294;2.772461;106557;140;0.954111;106723
250;10;0.50;10;4;101059;297;3.138813;106506;18;0.929078;106723
250;10;0.50;10;5;100318;299;2.789462;106462;156;0.829774;106723
250;10;0.50;10;6;101441;285;3.213330;106465;15;0.462700;106723
250;10;0.50;10;7;101511;283;2.895473;106477;52;0.830118;106723
250;10;0.50;10;8;100869;290;2.977605;106581;273;0.806473;106723
250;10;0.50;10;9;101120;297;3.090489;106432;104;0.817069;106723
250;10;0.50;10;10;100809;267;2.930101;106519;285;0.823132;106723
250;10;0.75;8;1;149827;296;2.985238;153357;256;0.829821;153578
250;10;0.75;8;2;149506;287;3.160562;153368;192;0.824436;153578
250;10;0.75;8;3;150123;291;3.602753;153366;179;0.878551;153578
250;10;0.75;8;4;148483;296;3.295529;153418;271;0.868497;153578
250;10;0.75;8;5;149627;289;3.163088;153398;269;0.851582;153578
250;10;0.75;8;6;148802;269;2.492452;153397;42;0.835181;153578
250;10;0.75;8;7;148974;216;3.039964;153378;281;0.925269;153578
250;10;0.75;8;8;148715;241;3.102544;153376;169;0.823450;153578
250;10;0.75;8;9;149632;287;3.454259;153453;270;0.770413;153578
250;10;0.75;8;10;149070;263;3.114180;153414;237;0.820293;153578
250;10;0.75;9;1;145158;298;3.111060;148914;84;0.899899;149160
250;10;0.75;9;2;144326;292;3.452340;148952;207;1.017210;149160
250;10;0.75;9;3;143966;289;3.358210;148909;142;0.790327;149160
250;10;0.75;9;4;143868;295;3.199522;148972;270;0.953654;149160
250;10;0.75;9;5;145225;283;2.831456;148955;176;1.015997;149160
250;10;0.75;9;6;144992;289;3.141416;148936;84;1.030116;149160
250;10;0.75;9;7;145318;293;3.121701;148917;194;0.775473;149160
250;10;0.75;9;8;145142;294;3.047010;148875;213;0.865845;149160
250;10;0.75;9;9;145206;248;2.850852;148957;199;1.042802;149160
250;10;0.75;9;10;145187;298;3.273746;148980;197;0.982375;149160
250;10;0.75;10;1;145137;215;2.983998;149495;82;0.975291;149704
250;10;0.75;10;2;146251;283;3.103969;149529;20;0.860812;149704
250;10;0.75;10;3;144660;272;3.358308;149578;86;0.867347;149704
250;10;0.75;10;4;145292;288;3.151238;149564;49;0.866298;149704
250;10;0.75;10;5;146058;293;3.084832;149508;265;0.852617;149704
250;10;0.75;10;6;145393;292;3.109320;149481;224;1.003800;149704
250;10;0.75;10;7;145544;282;3.251977;149481;211;0.948970;149704
250;10;0.75;10;8;145475;268;3.200177;149469;84;0.864848;149704
250;10;0.75;10;9;144918;272;3.571977;149615;156;0.776778;149704
250;10;0.75;10;10;145945;216;2.274841;149470;101;0.876032;149704
250;30;0.25;8;1;52444;296;4.308511;55748;235;1.391139;56457
250;30;0.25;8;2;51859;298;3.781843;55937;278;1.408990;56457
250;30;0.25;8;3;51650;268;4.308354;55443;252;1.355284;56457
250;30;0.25;8;4;51709;260;3.260634;55507;236;1.403153;56457
250;30;0.25;8;5;52501;250;4.142546;55632;120;0.678649;56457
250;30;0.25;8;6;52244;285;4.085730;55945;220;1.303526;56457
250;30;0.25;8;7;51678;282;4.332379;55603;195;1.033949;56457
250;30;0.25;8;8;52024;294;3.455190;55678;238;1.236322;56457
250;30;0.25;8;9;53140;272;4.087765;56011;288;0.902872;56457
250;30;0.25;8;10;51587;297;4.354493;55820;264;0.998791;56457
250;30;0.25;9;1;53579;276;3.425231;56401;65;1.337496;57474
250;30;0.25;9;2;53233;289;3.476710;56579;264;1.646373;57474
250;30;0.25;9;3;53436;233;4.095488;56493;228;1.435660;57474
250;30;0.25;9;4;53621;256;3.293919;56462;31;1.394952;57474
250;30;0.25;9;5;53304;296;3.448081;56554;141;1.404629;57474
250;30;0.25;9;6;53269;254;3.356612;56280;195;1.479524;57474
250;30;0.25;9;7;53904;285;3.917666;56303;146;1.584636;57474
250;30;0.25;9;8;53210;230;3.656865;56481;159;1.332703;57474
250;30;0.25;9;9;53432;272;3.632027;56559;279;1.691515;57474
250;30;0.25;9;10;53255;268;4.017790;56387;183;1.715265;57474
250;30;0.25;10;1;52151;268;4.189924;55680;287;1.460699;56447
250;30;0.25;10;2;51540;296;4.542918;55428;96;1.538556;56447
250;30;0.25;10;3;52021;282;4.000026;55334;252;1.824823;56447
250;30;0.25;10;4;52135;283;3.648767;55490;173;1.689904;56447
250;30;0.25;10;5;52345;290;4.011754;55516;71;1.529948;56447
250;30;0.25;10;6;51841;291;4.305237;55452;292;1.417937;56447
250;30;0.25;10;7;52014;296;3.780824;55291;156;1.405275;56447
250;30;0.25;10;8;51940;261;3.869444;55320;87;1.800841;56447
250;30;0.25;10;9;51740;219;4.089865;55297;148;1.765391;56447
250;30;0.25;10;10;51503;293;3.771487;55372;65;1.468819;56447
250;30;0.50;8;1;97371;280;3.814334;103273;247;1.364353;104032
250;30;0.50;8;2;97179;215;3.840620;103213;285;1.220353;104032
250;30;0.50;8;3;98311;271;2.922405;103330;80;1.495638;104032
250;30;0.50;8;4;97759;285;2.829936;103185;122;1.494662;104032
250;30;0.50;8;5;98010;227;4.040140;103264;50;1.591207;104032
250;30;0.50;8;6;98706;299;3.765855;103227;231;1.148240;104032
250;30;0.50;8;7;97565;299;3.998078;103509;147;1.506818;104032
250;30;0.50;8;8;97581;290;3.531562;103303;207;1.483028;104032
250;30;0.50;8;9;97850;285;4.065756;103333;239;1.616231;104032
250;30;0.50;8;10;97738;296;3.915544;103422;28;1.381613;104032
250;30;0.50;9;1;100948;290;3.547951;106145;157;0.790891;106856
250;30;0.50;9;2;100448;289;3.994339;106167;95;1.127905;106856
250;30;0.50;9;3;100747;285;4.261175;106384;210;0.868885;106856
250;30;0.50;9;4;101200;256;3.098302;106220;280;1.016516;106856
250;30;0.50;9;5;101145;238;3.257187;106296;121;0.953229;106856
